order_number,Rec_0,Rec_1,Rec_2,Rec_3,Rec_4,Rec_5,Rec_6,Rec_7,Rec_8,Rec_9,Rec_10,Rec_11,Rec_12,Rec_13,Rec_14
196718,"['Cleaning', 16.0278]","['Safety', 12.7991]","['Plumbing', 12.725399999999999]","['Fasteners', 12.1346]","['Lubrication', 11.726700000000001]","['Machining', 11.4573]","['Adhesives, Sealants and Tape', 10.621200000000002]","['Electrical', 9.8994]","['Hand Tools', 9.7727]","['Power Tools', 9.497399999999999]","['Pneumatics', 8.433100000000001]","['Material Handling', 8.226199999999999]","['Abrasives', 8.0851]","['Electronics, Appliances, and Batteries', 7.477200000000002]","['Paint, Equipment and Supplies', 6.391]"
196737,"['Fasteners', 12.6176]","['Pneumatics', 8.9656]","['Plumbing', 5.2242]","['Electrical', 5.1529]","['Machining', 4.4159999999999995]","['Adhesives, Sealants and Tape', 3.9117]","['Lubrication', 3.493]","['Cleaning', 3.4268]","['Power Tools', 3.3225]","['Abrasives', 3.2895]","['Hand Tools', 3.1971999999999996]","['Safety', 2.909]","['Electronics, Appliances, and Batteries', 2.5222]","['Material Handling', 2.4858]","['Fleet and Vehicle Maintenance', 2.3022]"
196873,"['Hand Tools', 10.5023]","['Safety', 8.943799999999998]","['Test Instruments', 7.1409]","['Lighting', 6.556299999999999]","['Cleaning', 5.5245999999999995]","['Adhesives, Sealants and Tape', 5.331200000000001]","['Power Tools', 4.9281]","['Electrical', 4.573]","['Material Handling', 4.4531]","['Electronics, Appliances, and Batteries', 4.2003]","['Abrasives', 3.6535]","['Machining', 3.6056999999999997]","['Welding', 3.4877000000000002]","['Lubrication', 3.2701]","['Paint, Equipment and Supplies', 3.1809]"
197011,"['Fasteners', 29.9362]","['Electrical', 15.035599999999999]","['Plumbing', 10.680599999999998]","['Pneumatics', 9.152]","['Machining', 8.8554]","['Adhesives, Sealants and Tape', 8.3412]","['Cleaning', 7.1008]","['Power Tools', 7.0692]","['Lubrication', 6.8786000000000005]","['Hand Tools', 6.83]","['Safety', 6.469]","['Abrasives', 6.3504]","['Electronics, Appliances, and Batteries', 5.276]","['Material Handling', 5.195399999999999]","['Lighting', 4.6942]"
197012,"['Safety', 7.5914]","['Adhesives, Sealants and Tape', 5.1814]","['Electronics, Appliances, and Batteries', 4.534800000000001]","['Lubrication', 4.0367999999999995]","['Cleaning', 3.9734000000000003]","['Hand Tools', 3.8613999999999997]","['Electrical', 3.0016]","['Abrasives', 2.7552]","['Power Tools', 2.5736]","['Machining', 2.5158]","['Material Handling', 2.4474]","['Lighting', 2.4048]","['Plumbing', 2.3084]","['Paint, Equipment and Supplies', 2.2308000000000003]","['Fasteners', 2.207]"
197026,"['Hand Tools', 48.822]","['Fasteners', 34.2169]","['Adhesives, Sealants and Tape', 32.9532]","['Safety', 28.9688]","['Cleaning', 26.732199999999995]","['Pneumatics', 25.7104]","['Power Tools', 25.366299999999995]","['Electrical', 25.2746]","['Material Handling', 22.4526]","['Machining', 21.97190000000001]","['Abrasives', 21.132499999999997]","['Plumbing', 20.622799999999994]","['Lubrication', 19.795699999999997]","['Electronics, Appliances, and Batteries', 19.394100000000005]","['Lighting', 17.9333]"
197573,"['Plumbing', 14.9555]","['Electrical', 7.459]","['Fasteners', 5.352899999999999]","['Pneumatics', 4.9525999999999994]","['Adhesives, Sealants and Tape', 4.502400000000001]","['Cleaning', 3.7898]","['Machining', 3.7389]","['Safety', 3.3759]","['Lubrication', 3.2825]","['Hand Tools', 3.2708000000000004]","['Power Tools', 3.13]","['Abrasives', 3.0506]","['Lighting', 2.8231]","['Electronics, Appliances, and Batteries', 2.7485999999999997]","['Material Handling', 2.7405]"
197870,"['Plumbing', 24.0]","['Electrical', 7.644]","['Fasteners', 7.5168]","['Pneumatics', 7.116]","['Adhesives, Sealants and Tape', 6.12]","['Machining', 5.184]","['Cleaning', 5.1288]","['Lubrication', 4.5888]","['Safety', 4.428]","['Hand Tools', 4.236]","['Abrasives', 4.2288]","['Power Tools', 4.1088]","['Lighting', 3.7199999999999998]","['Electronics, Appliances, and Batteries', 3.708]","['Material Handling', 3.6288]"
197884,"['Safety', 10.6969]","['Office Supplies', 6.5736]","['Hand Tools', 6.4413]","['Cleaning', 5.213800000000001]","['Adhesives, Sealants and Tape', 4.737]","['Electronics, Appliances, and Batteries', 3.8604000000000003]","['Furniture, Hospitality and Food Service', 3.7835]","['Electrical', 3.7718]","['Material Handling', 3.6379]","['Power Tools', 3.4763]","['Pneumatics', 3.2965]","['Abrasives', 3.2540999999999998]","['Lighting', 3.2217999999999996]","['Machining', 2.9309000000000003]","['Lubrication', 2.8573000000000004]"
198038,"['Safety', 23.0]","['Hand Tools', 8.827399999999999]","['Cleaning', 8.7239]","['Adhesives, Sealants and Tape', 7.9327]","['Electrical', 6.078899999999999]","['Electronics, Appliances, and Batteries', 6.069700000000001]","['Material Handling', 5.3751]","['Power Tools', 5.2693]","['Abrasives', 5.0278]","['Lighting', 4.8484]","['Machining', 4.485]","['Lubrication', 4.2987]","['Plumbing', 4.2435]","['Paint, Equipment and Supplies', 4.0158000000000005]","['Fasteners', 4.0112]"
198087,"['Fasteners', 12.135200000000001]","['Pneumatics', 9.0883]","['Plumbing', 8.773800000000001]","['Adhesives, Sealants and Tape', 8.371299999999998]","['Electrical', 7.8141]","['Machining', 7.496499999999999]","['Hand Tools', 6.8576999999999995]","['Cleaning', 6.4731999999999985]","['Safety', 5.444999999999999]","['Power Tools', 5.2571]","['Lubrication', 5.147900000000001]","['Abrasives', 5.1236999999999995]","['Electronics, Appliances, and Batteries', 4.4168]","['Material Handling', 4.1939]","['Paint, Equipment and Supplies', 3.7026999999999997]"
198167,"['Fasteners', 16.7458]","['Plumbing', 14.5206]","['Machining', 12.8865]","['Pneumatics', 11.4069]","['Electrical', 9.1751]","['Adhesives, Sealants and Tape', 7.5919]","['Cleaning', 6.484500000000001]","['Lubrication', 6.4457]","['Power Tools', 6.3652999999999995]","['Abrasives', 6.2883]","['Power Transmission', 6.1187000000000005]","['Hand Tools', 6.063099999999999]","['Safety', 5.5863000000000005]","['Electronics, Appliances, and Batteries', 4.8882]","['Material Handling', 4.7688999999999995]"
198226,"['Safety', 7.4674]","['Electrical', 5.2509]","['Lighting', 4.1665]","['Hand Tools', 3.8392]","['Cleaning', 3.7761]","['Adhesives, Sealants and Tape', 3.7374000000000005]","['Paint, Equipment and Supplies', 2.8957]","['Electronics, Appliances, and Batteries', 2.8728000000000002]","['Power Tools', 2.7651]","['Material Handling', 2.7033]","['Plumbing', 2.5589000000000004]","['Fasteners', 2.4224]","['Abrasives', 2.3829]","['Machining', 2.3418]","['Lubrication', 2.2396000000000003]"
198233,"['Hand Tools', 26.1538]","['Safety', 11.154499999999999]","['Power Tools', 10.1339]","['Cleaning', 9.4126]","['Adhesives, Sealants and Tape', 9.2389]","['Electrical', 7.542200000000001]","['Material Handling', 7.263299999999998]","['Electronics, Appliances, and Batteries', 6.8809]","['Machining', 6.7330000000000005]","['Abrasives', 6.6925]","['Lighting', 6.5009]","['Lubrication', 5.6099]","['Pneumatics', 5.3939]","['Paint, Equipment and Supplies', 5.3411]","['Fasteners', 5.3167]"
198358,"['Fleet and Vehicle Maintenance', 1.0]","['Lubrication', 0.1902]","['Cleaning', 0.1784]","['Material Handling', 0.1598]","['Adhesives, Sealants and Tape', 0.1577]","['Hand Tools', 0.1549]","['Pneumatics', 0.1538]","['Power Tools', 0.1528]","['Abrasives', 0.1526]","['Paint, Equipment and Supplies', 0.1508]","['Electrical', 0.1434]","['Outdoor Equipment', 0.1403]","['Safety', 0.1375]","['Electronics, Appliances, and Batteries', 0.1363]","['Welding', 0.1347]"
198433,"['Plumbing', 8.5927]","['Cleaning', 8.4276]","['Safety', 8.201699999999999]","['Adhesives, Sealants and Tape', 7.0979]","['Hand Tools', 6.0599]","['Electrical', 5.278499999999999]","['Electronics, Appliances, and Batteries', 5.0831]","['Fasteners', 4.2696000000000005]","['Pneumatics', 4.2244]","['Material Handling', 4.1616]","['Abrasives', 4.1101]","['Machining', 4.0543000000000005]","['Power Tools', 4.035]","['Lubrication', 3.9645]","['Furniture, Hospitality and Food Service', 3.8213000000000004]"
198726,"['Pneumatics', 16.7286]","['Electrical', 10.163599999999999]","['Hand Tools', 9.702499999999999]","['Plumbing', 9.1963]","['Fasteners', 8.8792]","['Cleaning', 8.7148]","['Safety', 8.1659]","['Adhesives, Sealants and Tape', 7.8591]","['Machining', 7.7237]","['Power Tools', 6.3665]","['Abrasives', 6.189699999999999]","['Lubrication', 6.0499]","['Material Handling', 5.4944999999999995]","['Electronics, Appliances, and Batteries', 5.408600000000001]","['Lighting', 4.6888]"
198743,"['Fleet and Vehicle Maintenance', 1.0]","['Lubrication', 0.1902]","['Cleaning', 0.1784]","['Material Handling', 0.1598]","['Adhesives, Sealants and Tape', 0.1577]","['Hand Tools', 0.1549]","['Pneumatics', 0.1538]","['Power Tools', 0.1528]","['Abrasives', 0.1526]","['Paint, Equipment and Supplies', 0.1508]","['Electrical', 0.1434]","['Outdoor Equipment', 0.1403]","['Safety', 0.1375]","['Electronics, Appliances, and Batteries', 0.1363]","['Welding', 0.1347]"
199158,"['Power Tools', 7.0934]","['Test Instruments', 6.1429]","['Electrical', 3.0869]","['Hand Tools', 2.8790000000000004]","['Material Handling', 2.3869]","['Adhesives, Sealants and Tape', 2.3318]","['Machining', 2.2969]","['Lighting', 2.2317]","['Cleaning', 2.2146999999999997]","['Safety', 2.1454]","['Fasteners', 1.8838000000000001]","['Pneumatics', 1.8636]","['Abrasives', 1.8387000000000002]","['Plumbing', 1.8032]","['Lubrication', 1.701]"
199304,"['Hand Tools', 18.5079]","['Safety', 10.1425]","['Power Tools', 9.0728]","['Cleaning', 7.5934]","['Adhesives, Sealants and Tape', 7.4133]","['Electrical', 6.1306]","['Material Handling', 5.9285000000000005]","['Electronics, Appliances, and Batteries', 5.532800000000001]","['Machining', 5.418799999999999]","['Abrasives', 5.356000000000001]","['Lighting', 5.3416]","['Test Instruments', 5.289899999999999]","['Lubrication', 4.5407]","['Pneumatics', 4.3546000000000005]","['Paint, Equipment and Supplies', 4.320999999999999]"
199312,"['Power Transmission', 30.0]","['Plumbing', 3.774]","['HVAC and Refrigeration', 3.468]","['Electrical', 3.4050000000000002]","['Pneumatics', 3.207]","['Fasteners', 3.0540000000000003]","['Lighting', 2.742]","['Hardware', 2.685]","['Motors', 2.673]","['Adhesives, Sealants and Tape', 2.4659999999999997]","['Machining', 2.421]","['Lubrication', 2.367]","['Abrasives', 2.2199999999999998]","['Cleaning', 2.0429999999999997]","['Power Tools', 1.983]"
199530,"['Cleaning', 24.5516]","['Safety', 19.586]","['Hand Tools', 11.3696]","['Adhesives, Sealants and Tape', 10.9848]","['Electrical', 8.4916]","['Electronics, Appliances, and Batteries', 8.4168]","['Material Handling', 8.4104]","['Abrasives', 7.595199999999999]","['Power Tools', 7.4632]","['Lubrication', 7.1228]","['Machining', 6.811999999999999]","['Paint, Equipment and Supplies', 6.5272]","['Plumbing', 6.4879999999999995]","['Lighting', 6.4616]","['Pneumatics', 6.1952]"
199894,"['Electrical', 12.2883]","['Cleaning', 7.218400000000001]","['Adhesives, Sealants and Tape', 7.072100000000001]","['Lighting', 5.5687]","['Safety', 5.292199999999999]","['Hand Tools', 5.231299999999999]","['Plumbing', 5.056499999999999]","['Fasteners', 4.888799999999999]","['Abrasives', 4.6758999999999995]","['Power Tools', 4.487]","['Pneumatics', 4.4209]","['Machining', 4.2527]","['Electronics, Appliances, and Batteries', 4.1312]","['Material Handling', 4.1308]","['Lubrication', 3.9891]"
199897,"['Safety', 27.5606]","['Hand Tools', 20.2056]","['Cleaning', 17.0395]","['Adhesives, Sealants and Tape', 15.7422]","['Electrical', 14.3741]","['Paint, Equipment and Supplies', 12.4895]","['Power Tools', 11.627199999999998]","['Electronics, Appliances, and Batteries', 10.9167]","['Material Handling', 10.545599999999999]","['Abrasives', 9.912099999999999]","['Outdoor Equipment', 9.6667]","['Lighting', 9.491299999999999]","['Machining', 9.3126]","['Lubrication', 9.0242]","['Plumbing', 8.8354]"
200078,"['Fasteners', 18.0]","['Electrical', 5.8086]","['Plumbing', 5.6376]","['Pneumatics', 4.8528]","['Machining', 4.7736]","['Adhesives, Sealants and Tape', 4.1634]","['Lubrication', 3.6431999999999998]","['Power Tools', 3.6018]","['Cleaning', 3.5388]","['Hand Tools', 3.3624]","['Abrasives', 3.3318]","['Safety', 3.1391999999999998]","['Electronics, Appliances, and Batteries', 2.6388000000000003]","['Material Handling', 2.538]","['Fleet and Vehicle Maintenance', 2.2572]"
200110,"['Fasteners', 19.065500000000004]","['Electrical', 7.57]","['Pneumatics', 7.3338]","['Plumbing', 6.8007]","['Machining', 5.6729]","['Adhesives, Sealants and Tape', 5.0944]","['Lubrication', 4.4251]","['Cleaning', 4.3624]","['Power Tools', 4.3522]","['Power Transmission', 4.1597]","['Hand Tools', 4.1288]","['Abrasives', 4.0922]","['Safety', 3.8447]","['Electronics, Appliances, and Batteries', 3.2578]","['Material Handling', 3.1842999999999995]"
200293,"['Fasteners', 23.916800000000002]","['Electrical', 21.4241]","['Machining', 15.827699999999998]","['Adhesives, Sealants and Tape', 14.8203]","['Pneumatics', 13.7109]","['Plumbing', 12.736799999999999]","['Abrasives', 11.022799999999997]","['Cleaning', 10.684199999999999]","['Hand Tools', 10.4303]","['Lubrication', 10.4004]","['Power Tools', 10.072400000000002]","['Safety', 9.8949]","['Electronics, Appliances, and Batteries', 8.969100000000001]","['Material Handling', 7.7536999999999985]","['Lighting', 7.1391]"
200371,"['Plumbing', 45.5689]","['Electrical', 24.280299999999997]","['Lighting', 21.5417]","['Fasteners', 21.0277]","['Cleaning', 18.2805]","['Adhesives, Sealants and Tape', 17.9284]","['Pneumatics', 17.241899999999998]","['Safety', 15.297600000000001]","['Hand Tools', 14.4835]","['Machining', 14.0777]","['Electronics, Appliances, and Batteries', 13.941899999999999]","['Power Tools', 13.193300000000002]","['Lubrication', 12.875200000000001]","['Abrasives', 12.1285]","['Material Handling', 12.013100000000001]"
200404,"['Plumbing', 12.5302]","['Fasteners', 9.1817]","['Electrical', 6.5411]","['Machining', 5.947900000000001]","['Pneumatics', 5.2905]","['Adhesives, Sealants and Tape', 4.888]","['Cleaning', 4.8332]","['Lubrication', 3.8295000000000003]","['Hand Tools', 3.777]","['Safety', 3.7506000000000004]","['Power Tools', 3.7207999999999997]","['Abrasives', 3.6407]","['Electronics, Appliances, and Batteries', 3.0935]","['Material Handling', 3.0465999999999998]","['Lighting', 2.8209]"
200550,"['Fasteners', 35.0]","['Electrical', 11.2945]","['Plumbing', 10.962]","['Pneumatics', 9.436]","['Machining', 9.282]","['Adhesives, Sealants and Tape', 8.0955]","['Lubrication', 7.084]","['Power Tools', 7.0035]","['Cleaning', 6.881]","['Hand Tools', 6.537999999999999]","['Abrasives', 6.4784999999999995]","['Safety', 6.104]","['Electronics, Appliances, and Batteries', 5.131]","['Material Handling', 4.935]","['Fleet and Vehicle Maintenance', 4.389]"
200640,"['Safety', 10.232099999999999]","['Electrical', 10.1701]","['Hand Tools', 7.2013]","['Adhesives, Sealants and Tape', 5.971]","['Cleaning', 5.9353]","['Plumbing', 5.3016]","['Material Handling', 5.0014]","['Power Tools', 4.5897]","['Fasteners', 4.4751]","['Electronics, Appliances, and Batteries', 4.1897]","['Lighting', 4.1122]","['HVAC and Refrigeration', 4.0754]","['Pneumatics', 4.045400000000001]","['Machining', 4.038600000000001]","['Abrasives', 3.8818]"
200807,"['Fasteners', 83.2895]","['Plumbing', 75.94309999999999]","['Electrical', 58.882099999999994]","['Pneumatics', 54.5248]","['Machining', 52.202]","['Adhesives, Sealants and Tape', 41.4161]","['Abrasives', 37.4145]","['Cleaning', 34.4046]","['Lubrication', 32.519400000000005]","['Power Tools', 32.277]","['Hand Tools', 32.0806]","['Safety', 30.4265]","['Electronics, Appliances, and Batteries', 25.7972]","['Material Handling', 25.0623]","['Lighting', 22.6813]"
